QTL,annotation,Locus_id,Seed-5 DAP,Seed- 10 DAP,Embryo- 25 DAP,Endosperm- 25 DAP,Endosperm- 25 DAP (replicate),Anther,Pistil,Pre-emergence inflorescence,Post-emergence inflorescence,Leaves-20 days,Leaves- 20 days (replicate),Shoots,Seedling four-leaf stage F1 93-11/Nipp,Seedling four-leaf stage F1 Nipp/93-11,Seedling four-leaf stage 93-11,Seedling four-leaf stage ,Germinating seed-3 days,Stem-60 days,Callus-35 days,60days-Mature roots,Mature leaves-60 days,Mature pollen,Immature panicle-90 days,Mature Sigma and Ovary,Salt Stress-Leaves-2wks,Salt Stress-Roots-2wks,Drought Stress-Leaves-2wks,Drought Stress-Roots-2wks,Cold Stress-Leaves-2wks,Cold Stress-Roots-2wks,M.oryzae infected-Resistant-6h,M.oryzae infected-Resistant-12h,M.oryzae-R-24h,Mock treatment-24hr,Untreated-leaves-2wks,Untreated-Roots-2wks,M.oryzae infected-Susceptible-6h,M.oryzae infected-Susceptible-12h,M.oryzae infected-Susceptible-24h,M.oryzae infected-Susceptible-96h,Rice leaf-beet armyworm damaged-24h,Rice leaf- Mechanical damaged-24h,Rice leaf-Water weevil damaged-24h,HighMilling-Developing seeds-6days,HighTaste-Developing seeds-6days,LowMilling-Developing seeds-6days,Control-Developing seeds-6days,LowTaste-Developing seeds-6days,start,stop,ori
qCDP3,"fatty acid hydroxylase, putative, expressed",LOC_Os03g03370,12.958,0.548373,2.22087,0,0.676651,76.2997,13.9078,3.73455,8.63863,6.67425,3.91255,82.3832,4.93189,3.30538,4.64371,3.65056,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,1436356,1439198,-
qCDP3,"DUF623 domain containing protein, expressed",LOC_Os03g03480,0,0,0,0,0,0,0,0.690112,0,0,0,0,0.239067,0.225047,0.468358,0.293905,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1505340,1506050,-
qCDP3,expressed protein,LOC_Os03g03490,4.50409,1.73611,1.69017,0,0,1.51724,2.24051,1.05696,3.96531,9.6799,4.67628,4.47686,0.885514,0.886989,0.173423,1.22605,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1508100,1509682,+
qCDP3,"heavy metal-associated domain containing protein, expressed",LOC_Os03g03500,3.98991,1.49624,0,0.433505,0.404044,5.957,0.411409,1.927,10.5189,12.0139,5.54927,4.01201,6.6834,5.20209,5.35139,15.2373,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1511322,1513228,+
qCDP3,expressed protein,LOC_Os03g03520,12.9769,0,3.65578,0,0,0,7.49557,1.11933,0,1.71772,0.562923,3.80275,0.599474,0.429574,0.5653,0.63636,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1521162,1522978,-
qCDP3,expressed protein,LOC_Os03g03530,5.39904,2.80197,11.1263,1.51828,1.54926,18.327,6.76658,9.30626,13.2897,6.98462,3.62104,7.49992,3.86109,2.80741,3.13058,4.01508,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1525179,1527103,-
qCDP3,"diacylglycerol kinase, putative, expressed",LOC_Os03g03400,13.2608,2.76962,15.5038,1.358,2.18263,19.6634,15.6141,18.7352,11.6306,10.4183,9.53219,40.7012,3.73988,5.62317,3.59282,6.42961,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1449063,1452023,+
qCDP3,"diacylglycerol kinase, putative, expressed",LOC_Os03g03400,13.2608,2.76962,15.5038,1.358,2.18263,19.6634,15.6141,18.7352,11.6306,10.4183,9.53219,40.7012,3.73988,5.62317,3.59282,6.42961,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1449063,1452023,+
qCDP3,"no apical meristem protein, putative, expressed",LOC_Os03g03540,0,0,0,0,0,2.43458,0,1.12458,0,0,0,0.590235,0.320289,0.316402,0.643521,0.362315,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1528969,1531624,-
qCDP3,expressed protein,LOC_Os03g03440,5.93543,3.48945,0.541757,0.0238312,5.88095,9.59371,7.14072,2.0309,6.21481,12.0414,12.6032,10.9549,6.52646,5.55907,3.88046,6.5576,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1484202,1486491,+
qCDP3,expressed protein,LOC_Os03g03440,5.93543,3.48945,0.541757,0.0238312,5.88095,9.59371,7.14072,2.0309,6.21481,12.0414,12.6032,10.9549,6.52646,5.55907,3.88046,6.5576,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1484280,1486491,+
qCDP3,"anthranilate phosphoribosyltransferase, chloroplast precursor, putative, expressed",LOC_Os03g03450,18.7669,5.67525,8.12396,10.851,6.06981,12.4632,22.0862,16.9189,15.4588,27.5954,25.7215,76.532,17.729,14.7443,13.2998,24.4217,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1485602,1490669,-
qCDP3,"anthranilate phosphoribosyltransferase, chloroplast precursor, putative, expressed",LOC_Os03g03450,18.7669,5.67525,8.12396,10.851,6.06981,12.4632,22.0862,16.9189,15.4588,27.5954,25.7215,76.532,17.729,14.7443,13.2998,24.4217,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1486493,1490669,-
qCDP3,"polygalacturonase, putative, expressed",LOC_Os03g03350,10.7995,1.02524,0.748365,3.55448,3.82499,119.155,35.5895,21.6449,20.2395,0.320421,0.096332,5.49312,2.39617,2.18496,2.80391,3.098,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1430639,1433585,+
qCDP3,"ribosomal protein L5, putative, expressed",LOC_Os03g03360,22.4294,1.34694,4.00777,1.74217,1.59984,22.893,32.791,34.5677,53.543,48.1139,59.7343,161.063,207.651,200.953,223.232,273.798,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1432787,1435347,-
qCDP3,"fasciclin-like arabinogalactan protein, putative, expressed",LOC_Os03g03600,5.18337,0,2.91346,0,0,0.628394,6.14712,90.3963,208.193,11.2477,2.53582,22.5928,40.191,61.6103,57.5615,73.4552,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1579316,1580910,+
qCDP3,"leucine-rich repeat transmembrane protein kinase, putative, expressed",LOC_Os03g03570,1.87476,0.775117,5.96876,0,0.17957,0.240138,4.42221,21.7915,2.54987,0,0,2.80495,1.52375,3.09457,3.49853,3.20997,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1562044,1566906,+
qCDP3,expressed protein,LOC_Os03g03630,2.51575,0.691417,2.58327,0,0,0.5094,9.20031,13.5806,1.14907,0,0,1.92153,0.55194,3.32599,0.542875,0.862787,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1608021,1609055,-
qCDP3,expressed protein,LOC_Os03g03640,14.6258,0.874303,3.84242,0.817067,0,2.57923,14.742,20.0391,17.5062,23.2101,15.472,16.1577,24.8206,31.3034,30.563,26.1334,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1609791,1611740,-
qCDP3,expressed protein,LOC_Os03g03654,0,4.41752,0,33.2332,32.3239,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1619519,1620294,+
qCDP3,"bZIP family transcription factor, putative, expressed",LOC_Os03g03550,5.63105,0.495401,0,0,0,1.88929,2.65894,5.20503,1.06285,0,0.173109,1.08924,0.933553,0.689138,1.83114,0.549904,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,1551426,1553821,+
qCDP3,"FHA domain containing protein, putative, expressed",LOC_Os03g03560,2.87976,1.47776,5.35031,1.29636,1.24438,1.49883,8.26782,11.0001,4.55952,0.177959,0.889313,0.490423,0.615082,0.952988,0.808903,0.851996,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,1552693,1559153,-
qCDP3,"POLD2 - Putative DNA polymerase delta complex subunit, expressed",LOC_Os03g03650,2.33996,0.948624,5.64596,0.225796,0.300663,0.616791,11.0188,7.43015,4.82116,0.730644,0.609677,0,0.518486,0.871189,0.664433,0.666941,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1612325,1616443,-
qCDP3,"CAMK_KIN1/SNF1/Nim1_like.15 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",LOC_Os03g03510,34.4368,15.4413,23.4404,27.7716,27.9849,36.1057,34.34,10.7848,21.9608,75.5929,25.0048,59.8372,44.1089,16.1435,30.5775,20.0906,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,1514622,1519297,-
qCDP3,"CAMK_KIN1/SNF1/Nim1_like.15 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",LOC_Os03g03510,34.4368,15.4413,23.4404,27.7716,27.9849,36.1057,34.34,10.7848,21.9608,75.5929,25.0048,59.8372,44.1089,16.1435,30.5775,20.0906,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,1514622,1519297,-
qCDP3,"transporter, monovalent cation:proton antiporter-2 family, putative, expressed",LOC_Os03g03590,11.9833,8.58104,19.4419,16.1135,17.7979,10.8055,12.0306,19.9155,16.6536,26.4009,38.6509,40.0041,56.9085,98.0378,49.2863,35.8672,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,1567982,1571987,-
qCDP3,"transporter, monovalent cation:proton antiporter-2 family, putative, expressed",LOC_Os03g03590,11.9833,8.58104,19.4419,16.1135,17.7979,10.8055,12.0306,19.9155,16.6536,26.4009,38.6509,40.0041,56.9085,98.0378,49.2863,35.8672,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,1567982,1571987,-
qCDP3,expressed protein,LOC_Os03g03470,2.62594,0,2.92552,0,0,0.961499,5.72891,5.02764,12.6455,22.7735,20.0244,20.2133,22.8691,25.0692,30.7581,33.5247,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1499619,1504242,-
qCDP3,expressed protein,LOC_Os03g03470,2.62594,0,2.92552,0,0,0.961499,5.72891,5.02764,12.6455,22.7735,20.0244,20.2133,22.8691,25.0692,30.7581,33.5247,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1499619,1504242,-
qCDP3,expressed protein,LOC_Os03g03470,2.62594,0,2.92552,0,0,0.961499,5.72891,5.02764,12.6455,22.7735,20.0244,20.2133,22.8691,25.0692,30.7581,33.5247,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1499619,1504242,-
qCDP3,expressed protein,LOC_Os03g03470,2.62594,0,2.92552,0,0,0.961499,5.72891,5.02764,12.6455,22.7735,20.0244,20.2133,22.8691,25.0692,30.7581,33.5247,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1499639,1504242,-
qCDP3,"1,3-beta-glucan synthase component domain containing protein, expressed",LOC_Os03g03610,3.74655,0.771668,0.819109,0.333379,0.327381,3.5037,8.48031,4.4988,15.921,17.355,21.8069,56.6561,18.1303,13.2047,14.5242,12.4372,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,1582176,1602063,-
qCDP3,"1,3-beta-glucan synthase component domain containing protein, expressed",LOC_Os03g03610,3.74655,0.771668,0.819109,0.333379,0.327381,3.5037,8.48031,4.4988,15.921,17.355,21.8069,56.6561,18.1303,13.2047,14.5242,12.4372,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,1582176,1601671,-
qCDP3,"1,3-beta-glucan synthase component domain containing protein, expressed",LOC_Os03g03610,3.74655,0.771668,0.819109,0.333379,0.327381,3.5037,8.48031,4.4988,15.921,17.355,21.8069,56.6561,18.1303,13.2047,14.5242,12.4372,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,1582176,1602061,-
qCDP6,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os05g30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386068,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17537251,17540175,+
qCDP6,"retrotransposon protein, putative, Ty3-gypsy subclass, expressed",LOC_Os05g30270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17540491,17546024,-
qCDP6,"6-phospho-beta-galactosidase, putative, expressed",LOC_Os05g30320,0,0,0,0,0,7.47922,0,0,0,0,0,0,0.207385,0,0.312495,0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17578706,17579166,+
qCDP6,"Os5bglu21 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30300,0,0,0,0,0,0,0,0,0,0,0.42215,0,0.687228,0.305805,1.02492,0.168413,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17566082,17571618,+
qCDP6,"transposon protein, putative, CACTA, En/Spm sub-class",LOC_Os05g30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17604439,17605447,-
qCDP6,"transposon protein, putative, CACTA, En/Spm sub-class",LOC_Os05g30370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17605634,17606665,-
qCDP6,"transposon protein, putative, unclassified, expressed",LOC_Os05g30310,0,0,0,0,0,0.132176,0,0,0,0,0,0,0.0906076,0,0.0992738,0.0503276,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17573532,17576924,+
qCDP6,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",LOC_Os05g30380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17606940,17613938,-
qCDP6,"Os5bglu23 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, likely pseudogene in japonica, expressed",LOC_Os05g30390,0.795144,0.260462,0,0,0,0.250884,0.742132,0.356839,0,0.277676,0.327144,0,5.32711,3.93101,8.23248,2.86362,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17614708,17621313,+
qCDP6,expressed protein,LOC_Os05g30340,8.69711,4.15238,15.7366,1.01139,1.15689,0.196554,10.6315,5.14784,2.99297,0.424337,0.680375,0,0.646013,0.654227,0.883266,0.347175,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17581259,17588207,+
qCDP6,expressed protein,LOC_Os05g30340,8.69711,4.15238,15.7366,1.01139,1.15689,0.196554,10.6315,5.14784,2.99297,0.424337,0.680375,0,0.646013,0.654227,0.883266,0.347175,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17582905,17588053,+
qCDP6,"PHF5-like protein domain containing protein, expressed",LOC_Os05g30410,16.0398,3.28695,10.1391,0,1.83812,9.33894,29.8541,18.212,18.4691,5.86172,12.5493,8.18253,5.62474,6.54036,6.8079,6.53496,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17627044,17627376,-
qCDP6,expressed protein,LOC_Os05g30420,22.1234,1.8967,5.72058,0.746062,1.09762,1.85283,26.8203,14.0279,14.5938,5.38858,8.5374,3.79462,2.75375,2.68228,2.71025,4.06018,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,17630980,17633380,-
qCDP6,expressed protein,LOC_Os05g30440,0,0,0,0,0,0,0,0,0,0,0,0,0.0472437,0.030665,0.0120676,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17641507,17642160,+
qCDP6,"collagen alpha-1, putative, expressed",LOC_Os05g30470,3.08389,0,0,0,0,0,140.638,0,3.38239,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17655934,17656778,+
qCDP6,expressed protein,LOC_Os05g30400,324.615,13.6336,1.87717,7.23365,8.14501,32.5318,317.718,98.9334,55.6772,0,0,0,0.111773,0.140722,0.0979476,0.290639,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17621438,17623499,-
qCDP6,expressed protein,LOC_Os05g30400,324.615,13.6336,1.87717,7.23365,8.14501,32.5318,317.718,98.9334,55.6772,0,0,0,0.111773,0.140722,0.0979476,0.290639,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17621500,17623499,-
qCDP6,expressed protein,LOC_Os05g30400,324.615,13.6336,1.87717,7.23365,8.14501,32.5318,317.718,98.9334,55.6772,0,0,0,0.111773,0.140722,0.0979476,0.290639,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17621500,17623499,-
qCDP6,expressed protein,LOC_Os05g30400,324.615,13.6336,1.87717,7.23365,8.14501,32.5318,317.718,98.9334,55.6772,0,0,0,0.111773,0.140722,0.0979476,0.290639,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17621500,17623499,-
qCDP6,"thiamin pyrophosphokinase 1, putative, expressed",LOC_Os05g30454,0,0,1.54957,0,0,0,2.53887,2.57715,1.40864,1.46178,1.97594,12.8129,1.71016,0.92364,2.24276,2.32844,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,17644844,17649664,-
qCDP6,"harpin-induced protein 1 domain containing protein, expressed",LOC_Os05g30490,68.4546,67.6109,102.245,35.299,33.3777,0,0,0,0,0,1.79008,0,1.77166,1.21406,0.991664,0.436017,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17664455,17665237,+
qCDP6,expressed protein,LOC_Os05g30500,0,0,0,0,0,0,0,0,5.37409,4.57277,8.17134,8.86389,4.50414,2.8756,5.76352,5.58325,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17670774,17671582,+
qCDP6,expressed protein,LOC_Os05g30430,1.32636,0.703438,3.49846,0,0,0.701511,5.6375,3.30015,2.72061,0.446177,0.417171,0,0.553083,0.301629,0.191769,0.422505,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17637782,17641309,-
qCDP6,expressed protein,LOC_Os05g30430,1.32636,0.703438,3.49846,0,0,0.701511,5.6375,3.30015,2.72061,0.446177,0.417171,0,0.553083,0.301629,0.191769,0.422505,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17637784,17641319,-
qCDP6,expressed protein,LOC_Os05g30510,0,0,0,0,0,0,0,0,0,0,0.634318,2.20336,0.665422,0.664028,0.778593,0.411276,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17680494,17681654,+
qCDP6,"DnaK family protein, putative, expressed",LOC_Os05g30480,0,0,0,0,0,0,0,0.0565744,0,0,0,0,0.374859,0.25368,0.421049,0.289257,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17659597,17661606,-
qCDP6,hypothetical protein,LOC_Os05g30535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17696075,17696997,+
qCDP6,"retrotransposon protein, putative, unclassified",LOC_Os05g30520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17686058,17687158,-
qCDP6,"retrotransposon protein, putative, unclassified, expressed",LOC_Os05g30550,0,0,0,0,0,0,0,0,0,0,0,0,0.0166807,0,0.00194859,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17701155,17704332,+
qCDP6,"retrotransposon protein, putative, unclassified, expressed",LOC_Os05g30560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17705008,17707908,-
qCDP6,"40S ribosomal protein S4, putative, expressed",LOC_Os05g30530,81.8121,19.6284,10.1976,7.49478,7.02778,39.035,70.4756,70.4215,65.2644,18.4473,29.0838,37.1647,24.1493,34.3713,26.6027,23.4491,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17693098,17695785,+
qCDP6,"Os5bglu20 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30280,0.34311,0,0,0,0,0,0.337687,0.110559,0.287216,0.773126,1.10348,0,0.837139,0.670095,1.13863,0.466636,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17547345,17552419,+
qCDP6,"Os5bglu20 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30280,0.34311,0,0,0,0,0,0.337687,0.110559,0.287216,0.773126,1.10348,0,0.837139,0.670095,1.13863,0.466636,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17547345,17552419,+
qCDP6,"Os5bglu20 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30280,0.34311,0,0,0,0,0,0.337687,0.110559,0.287216,0.773126,1.10348,0,0.837139,0.670095,1.13863,0.466636,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17547345,17552419,+
qCDP6,"transposon protein, putative, unclassified",LOC_Os05g30590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17724953,17726292,-
qCDP6,"retrotransposon protein, putative, unclassified",LOC_Os05g30540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17698779,17700289,+
qCDP6,expressed protein,LOC_Os05g30600,0,0,0,0,0,0,0,0,0,0,0,0,0.142659,0,0.36301,0,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17726621,17727464,+
qCDP6,"heavy metal-associated domain containing protein, expressed",LOC_Os05g30570,0,0,0.581316,0,0,1.1204,1.62889,8.23902,4.08714,0,0,0,0.438506,0.151067,0.496471,0.563781,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17714147,17715988,-
qCDP6,"OsSub46 - Putative Subtilisin homologue, expressed",LOC_Os05g30580,0,0,0,0,0,0,0,0,2.00102,0,0,0,0.294144,0.108631,0.336529,0.234733,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17720680,17723135,+
qCDP6,"Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30350,13.6138,4.32876,1.83865,5.32221,4.67836,2.555,6.63265,0.740462,3.17723,83.1174,50.1207,4.70811,37.0532,37.7287,40.1629,20.0666,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17594909,17600513,+
qCDP6,"Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",LOC_Os05g30350,13.6138,4.32876,1.83865,5.32221,4.67836,2.555,6.63265,0.740462,3.17723,83.1174,50.1207,4.70811,37.0532,37.7287,40.1629,20.0666,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,17594979,17600510,+
