MID,AA,Aa,aa,F statistic,p value,Trait,Frameshift,Effect,Site,Transcript,ID,QTL,Expression cluster,Functionally annotated,Outlier in expression,annotation,FDR adjusted p value
19054,66,10,85,10.029018432501912,7.934964378688272e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34190.1,11347442,qCDP12,1,No,No,"acyl-coenzyme A thioesterase 10, mitochondrial precursor, putative, expressed",0.005409146047157097
18996,65,4,92,10.02664405731343,7.951700438496437e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34180.1,11347365,qCDP12,3,No,No,"formin, putative, expressed",0.00541856994362573
20101,95,4,74,9.982683312840374,7.958509796832588e-05,Width_WO_husk,no,synonymous,intron,LOC_Os09g34890.1,11353604,qCDP12,2,No,No,expressed protein,0.005419241394769647
20139,95,4,74,9.982683312840374,7.958509796832588e-05,Width_WO_husk,no,missense,exon,LOC_Os09g34910.1,11353849,qCDP12,1,No,No,"DEAD-box ATP-dependent RNA helicase 7, putative, expressed",0.005419241394769647
6667,59,4,110,9.981044066308822,7.970193293953957e-05,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695469,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.00542521204098329
5444,16,4,153,9.980545692014356,7.973748824925027e-05,Height_WO_husk,no,synonymous,intron,LOC_Os03g03610.2,2847800,qCDP3,2,No,No,"1,3-beta-glucan synthase component domain containing protein, expressed",0.005425647737910595
2399,94,5,62,10.020991385696284,7.991687947668812e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798486,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.005435866692475021
23851,103,4,56,10.012289182172406,7.999344819012532e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g06060.1,14043301,qCDP15,3,No,No,"amino acid permease family protein, putative, expressed",0.0054390868499022
2423,98,58,5,10.016461123284856,8.023882389722204e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798509,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.005453778351816297
19024,65,5,91,10.015011951082057,8.034208675922433e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34190.1,11347412,qCDP12,1,No,No,"acyl-coenzyme A thioesterase 10, mitochondrial precursor, putative, expressed",0.005458353924037331
17520,102,11,57,9.981915474738653,8.036480253553083e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19160.1,11026001,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.005458353924037331
19196,65,4,92,10.00718234017016,8.090232926840695e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347650,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005492857890131534
19111,65,4,92,10.006024485369627,8.098551391326828e-05,Filtered_Length_WO_husk,no,missense,exon,LOC_Os09g34200.1,11347565,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005496500415484765
10310,92,4,65,10.005271632276417,8.103964817476628e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os06g35530.1,7535665,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",0.005498169349370764
27378,122,4,37,9.992466821471906,8.141537558336986e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41690.1,15179222,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.005518311029042739
18043,135,20,6,9.999730422822404,8.143922055673418e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34150.2,11345957,qCDP12,1,No,No,"NBS-LRR disease resistance protein, putative, expressed",0.005518311029042739
18372,135,20,6,9.999730422822404,8.143922055673418e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34150.1,11345957,qCDP12,1,No,No,"NBS-LRR disease resistance protein, putative, expressed",0.005518311029042739
27525,119,4,40,9.991917623290716,8.145513378173244e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41690.1,15179374,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.005518311029042739
7545,50,76,37,9.99088756206352,8.1529756200863e-05,Filtered_Shoot_length,no,missense,exon,LOC_Os05g08910.1,5699269,qCDP5,2,No,No,expressed protein,0.005521356487984208
20154,95,5,73,9.954725567510438,8.160168669949529e-05,Width_WO_husk,no,synonymous,intron,LOC_Os09g34910.1,11353864,qCDP12,1,No,No,"DEAD-box ATP-dependent RNA helicase 7, putative, expressed",0.005522208689009481
20167,95,5,73,9.954725567510438,8.160168669949529e-05,Width_WO_husk,no,missense,exon,LOC_Os09g34910.1,11353877,qCDP12,1,No,No,"DEAD-box ATP-dependent RNA helicase 7, putative, expressed",0.005522208689009481
19369,65,5,91,9.994114681020301,8.184620307642242e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34214.1,11348480,qCDP12,1,No,No,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",0.005534730520538595
19370,65,5,91,9.994114681020301,8.184620307642242e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34214.1,11348481,qCDP12,1,No,No,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",0.005534730520538595
18981,65,4,92,9.991976086274935,8.200173171254196e-05,Filtered_Length_WO_husk,no,synonymous,exon,LOC_Os09g34180.1,11347350,qCDP12,3,No,No,"formin, putative, expressed",0.005539413240507614
20125,96,4,73,9.948927293971211,8.202634639291146e-05,Width_WO_husk,no,synonymous,intron,LOC_Os09g34900.1,11353786,qCDP12,5,No,No,"bile acid sodium symporter family protein, putative, expressed",0.005539413240507614
19889,96,4,73,9.948927293971211,8.202634639291146e-05,Width_WO_husk,no,synonymous,intron,LOC_Os09g34860.1,11353301,qCDP12,1,No,No,"hydrolase, alpha/beta fold family domain containing protein, expressed",0.005539413240507614
15047,142,4,27,9.948410844561476,8.206427890424229e-05,Width_WO_husk,no,synonymous,intron,LOC_Os08g43334.2,10403460,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.005539413240507614
14574,142,4,27,9.948410844561476,8.206427890424229e-05,Width_WO_husk,no,synonymous,intron,LOC_Os08g43334.1,10403460,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.005539413240507614
6149,94,7,70,9.953462641373712,8.218368669104663e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.4,3298838,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005540268836643458
6205,94,7,70,9.953462641373712,8.218368669104663e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.2,3298838,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005540268836643458
6261,94,7,70,9.953462641373712,8.218368669104663e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.1,3298838,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005540268836643458
19235,65,5,91,9.988494403203893,8.225557654833893e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347736,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005540268836643458
19234,91,5,65,9.988494403203891,8.225557654833893e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347735,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005540268836643458
19233,65,5,91,9.988494403203893,8.225557654833893e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347734,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005540268836643458
17461,70,4,96,9.953368787043335,8.24406543137475e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19160.1,11025867,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.005545785024647102
19372,65,5,91,9.985763000459805,8.245527635593382e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34214.1,11348483,qCDP12,1,No,No,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",0.005545785024647102
19371,65,5,91,9.985763000459805,8.245527635593382e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34214.1,11348482,qCDP12,1,No,No,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed",0.005545785024647102
6430,76,7,77,9.989363535167582,8.247435876307187e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29470.1,3303406,qCDP4,10,No,No,"transcription initiation factor IID, putative, expressed",0.005545785024647102
6525,41,7,119,9.963197465476833,8.248647473521321e-05,Filtered_Seed_Weight,no,synonymous,intron,LOC_Os05g08770.2,5694496,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.005545785024647102
7421,49,58,64,9.947299420957991,8.263780727941602e-05,Shoot_weight,no,synonymous,exon,LOC_Os05g08890.1,5698318,qCDP5,2,No,No,"transposable element protein, putative, containing Pfam profile: PF03108, MuDR, expressed",0.005553953028060427
6846,42,5,123,9.9452144631994,8.304352334681567e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08810.1,5696545,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005576528954742073
7024,42,5,123,9.9452144631994,8.304352334681567e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08810.2,5696545,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005576528954742073
12261,72,30,61,9.969923625819012,8.306361237262238e-05,Filtered_Root_thickness,no,synonymous,exon,LOC_Os07g36690.1,8907350,qCDP8,1,No,No,"CSLF2 - cellulose synthase-like family F; beta1,3;1,4 glucan synthase, expressed",0.005576528954742073
6966,49,8,114,9.940722067132583,8.312524358975907e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08810.2,5696487,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005576643054093065
6788,49,8,114,9.940722067132583,8.312524358975907e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08810.1,5696487,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005576643054093065
6091,94,6,71,9.938013260737684,8.332683342521622e-05,Root_length,no,synonymous,intron,LOC_Os03g29340.2,3298772,qCDP4,1,No,No,"domain of unknown function domain containing protein, expressed",0.005586139661539171
5999,94,6,71,9.938013260737684,8.332683342521622e-05,Root_length,no,synonymous,intron,LOC_Os03g29340.1,3298772,qCDP4,1,No,No,"domain of unknown function domain containing protein, expressed",0.005586139661539171
19225,66,5,90,9.970068941843266,8.361226170114837e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347723,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005601238985811271
19223,66,5,90,9.970068941843266,8.361226170114837e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34200.1,11347721,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005601238985811271
27145,125,6,32,9.960687920430141,8.37485963199553e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41670.1,15178799,qCDP17,5,No,No,expressed protein,0.005608353283606938
16478,130,8,30,9.936476224262993,8.421157561578576e-05,Filtered_Shoot_thickness,no,synonymous,intron,LOC_Os09g15420.1,10900830,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.005637328856869687
10473,64,38,71,9.916545814780802,8.443938369739689e-05,SES,no,synonymous,intron,LOC_Os06g35574.1,7536736,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",0.005650546316463704
1481,77,8,76,9.954520257728994,8.477474423500965e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14900.1,1797082,qCDP2,2,No,No,"1,3-beta-glucan synthase component domain containing protein, expressed",0.005670948922406648
14375,70,16,87,9.904398123101734,8.536303521326112e-05,Width_WO_husk,no,synonymous,exon,LOC_Os08g43320.1,10403091,qCDP9,1,No,No,"OsRhmbd14 - Putative Rhomboid homologue, expressed",0.0057082503964024055
17288,106,6,48,9.946927364589635,8.563911410843677e-05,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os09g18594.1,11020748,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.005722599330549401
17302,106,6,48,9.946927364589635,8.563911410843677e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g18594.2,11020748,qCDP11,1,No,No,"protein kinase domain containing protein, expressed",0.005722599330549401
25168,123,39,8,9.908276202503046,8.583083791801282e-05,Lost_Root_length,no,missense,exon,LOC_Os12g28100.1,14764309,qCDP16,3,Yes,No,"NBS-LRR disease resistance protein, putative, expressed",0.005733352094954122
6430,79,7,77,9.928675698425376,8.61674261765407e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os03g29470.1,3303406,qCDP4,10,No,No,"transcription initiation factor IID, putative, expressed",0.005753770366506718
5663,79,4,88,9.899509040576463,8.624640870873296e-05,Shoot_weight,no,synonymous,intron,LOC_Os03g03720.1,2848816,qCDP3,1,Yes,Yes,"glyceraldehyde-3-phosphate dehydrogenase, putative, expressed",0.005754914543096164
5693,79,4,88,9.899509040576463,8.624640870873296e-05,Shoot_weight,no,synonymous,intron,LOC_Os03g03720.2,2848816,qCDP3,1,Yes,Yes,"glyceraldehyde-3-phosphate dehydrogenase, putative, expressed",0.005754914543096164
6393,76,5,79,9.935655679844228,8.650020675792185e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29470.1,3303368,qCDP4,10,No,No,"transcription initiation factor IID, putative, expressed",0.005769504764883128
853,21,4,148,9.889276978290507,8.652707038575395e-05,Height_WO_husk,no,synonymous,intron,LOC_Os01g66200.1,1370092,qCDP1,1,No,No,expressed protein,0.005769504764883128
26296,47,73,40,9.930520783078864,8.689538578585443e-05,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os12g41510.1,15174594,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.00578179255860753
27132,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41670.1,15178786,qCDP17,5,No,No,expressed protein,0.00578179255860753
27163,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,synonymous,exon,LOC_Os12g41670.1,15178817,qCDP17,5,No,No,expressed protein,0.00578179255860753
27153,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,missense,exon,LOC_Os12g41670.1,15178807,qCDP17,5,No,No,expressed protein,0.00578179255860753
27162,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,synonymous,exon,LOC_Os12g41670.1,15178816,qCDP17,5,No,No,expressed protein,0.00578179255860753
27130,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41670.1,15178784,qCDP17,5,No,No,expressed protein,0.00578179255860753
27144,124,5,34,9.91878685566942,8.692883169792515e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41670.1,15178798,qCDP17,5,No,No,expressed protein,0.00578179255860753
9995,123,6,42,9.888688793270116,8.70853332321202e-05,Shoot_weight,no,synonymous,intron,LOC_Os06g35470.1,7534052,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.005789310668321661
27397,94,24,45,9.916358559295764,8.711684136039597e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41690.1,15179239,qCDP17,1,No,No,"membrane associated DUF588 domain containing protein, putative, expressed",0.005789310668321661
5908,94,5,72,9.888049054847171,8.713519173545928e-05,Root_length,no,synonymous,exon,LOC_Os03g29270.1,3297067,qCDP4,2,No,No,expressed protein,0.005789310668321661
17924,46,79,45,9.889308863539313,8.729869024006845e-05,Stress_Root_weight,no,synonymous,intron,LOC_Os09g19274.1,11031110,qCDP11,2,No,No,expressed protein,0.0057960350530420045
17923,46,79,45,9.889308863539313,8.729869024006845e-05,Stress_Root_weight,no,synonymous,intron,LOC_Os09g19274.1,11031110,qCDP11,2,No,No,expressed protein,0.0057960350530420045
26305,32,79,39,9.963513562772162,8.752148416803926e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,exon,LOC_Os12g41510.1,15174611,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.005808754708870223
10729,129,16,25,9.882668614243434,8.781855068410684e-05,Stress_Shoot_weight,no,missense,exon,LOC_Os06g35700.1,7539795,qCDP7,1,No,No,"reticuline oxidase-like protein precursor, putative, expressed",0.005826392970521313
6142,91,11,69,9.87512767790207,8.814843604639255e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.4,3298829,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005842031320596031
6198,91,11,69,9.87512767790207,8.814843604639255e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.2,3298829,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005842031320596031
6254,91,11,69,9.87512767790207,8.814843604639255e-05,Root_length,no,synonymous,intron,LOC_Os03g29350.1,3298829,qCDP4,2,No,No,"von Willebrand factor type A domain containing protein, expressed",0.005842031320596031
6583,47,5,121,9.867521064954436,8.82300919218028e-05,Seed_volume,no,missense,exon,LOC_Os05g08770.2,5694554,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.005845361376521004
15765,134,5,29,9.883703179560397,8.827403729425072e-05,Filtered_Shoot_thickness,no,synonymous,intron,LOC_Os09g15330.2,10897761,qCDP10,1,No,No,"transporter family protein, putative, expressed",0.005846191580234897
16458,136,6,29,9.871550841469368,8.843101896440693e-05,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900810,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.005854504670678096
12062,120,5,46,9.867771554221317,8.873059229630482e-05,Root_length,no,synonymous,intron,LOC_Os07g36680.1,8906396,qCDP8,1,No,No,expressed protein,0.005866017526498782
12061,120,5,46,9.867771554221317,8.873059229630482e-05,Root_length,no,synonymous,intron,LOC_Os07g36680.1,8906396,qCDP8,1,No,No,expressed protein,0.005866017526498782
18456,52,4,105,9.903176046933769,8.873100127401436e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34150.1,11346050,qCDP12,1,No,No,"NBS-LRR disease resistance protein, putative, expressed",0.005866017526498782
18127,52,4,105,9.903176046933769,8.873100127401436e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os09g34150.2,11346050,qCDP12,1,No,No,"NBS-LRR disease resistance protein, putative, expressed",0.005866017526498782
2122,94,73,4,9.866619741388485,8.882209724396639e-05,Shoot_weight,no,synonymous,intron,LOC_Os02g14929.1,1798090,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0058699546509595685
20180,96,6,71,9.858424171090077,8.895220172914866e-05,Width_WO_husk,no,synonymous,intron,LOC_Os09g34920.1,11353980,qCDP12,1,No,No,"glycosyl hydrolase family 29, putative, expressed",0.005875389801089954
17924,47,81,45,9.857836532588331,8.89990534619698e-05,SES,no,synonymous,intron,LOC_Os09g19274.1,11031110,qCDP11,2,No,No,expressed protein,0.005875389801089954
17923,47,81,45,9.857836532588331,8.89990534619698e-05,SES,no,synonymous,intron,LOC_Os09g19274.1,11031110,qCDP11,2,No,No,expressed protein,0.005875389801089954
6764,50,6,115,9.863283817061507,8.908765650746739e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08800.1,5695662,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.005879153502141731
11468,89,5,77,9.860323849118457,8.932396007385584e-05,Root_length,no,synonymous,intron,LOC_Os07g36570.1,8902216,qCDP8,2,No,No,"KI domain interacting kinase 1, putative, expressed",0.005892658266481592
22895,91,32,40,9.885428768878512,8.954789997826908e-05,Filtered_Shoot_length,no,missense,exon,LOC_Os11g26620.1,13134421,qCDP14,1,No,No,expressed protein,0.005904925406695086
14392,93,4,53,9.936800480003408,8.960510128160624e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os08g43334.1,10403238,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.005904925406695086
14865,93,4,53,9.936800480003408,8.960510128160624e-05,Filtered_Stress_Chlorophyll_B,no,synonymous,intron,LOC_Os08g43334.2,10403238,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.005904925406695086
2739,146,7,20,9.848082499041904,8.978038814141137e-05,Seed_volume,no,synonymous,intron,LOC_Os02g14929.1,1798896,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.005914382383404126
17532,71,4,95,9.854074546880476,9.009319550103537e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19160.1,11026013,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.005928773657732798
17531,71,4,95,9.854074546880476,9.009319550103537e-05,Lost_Root_length,no,synonymous,intron,LOC_Os09g19160.1,11026012,qCDP11,2,No,No,"serine/threonine-protein kinase, putative, expressed",0.005928773657732798
7667,51,11,108,9.853664062577902,9.012627983732448e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08960.1,5699889,qCDP5,2,No,No,"ubiquitin-conjugating enzyme, putative, expressed",0.005928773657732798
7720,51,11,108,9.853664062577902,9.012627983732448e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08960.2,5699889,qCDP5,2,No,No,"ubiquitin-conjugating enzyme, putative, expressed",0.005928773657732798
7722,51,5,104,9.886751280023187,9.033896304281596e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os05g08960.2,5699891,qCDP5,2,No,No,"ubiquitin-conjugating enzyme, putative, expressed",0.005936497029717655
7669,51,5,104,9.886751280023187,9.033896304281596e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os05g08960.1,5699891,qCDP5,2,No,No,"ubiquitin-conjugating enzyme, putative, expressed",0.005936497029717655
863,21,5,147,9.84115664549165,9.033938521311338e-05,Height_WO_husk,no,synonymous,exon,LOC_Os01g66200.1,1370102,qCDP1,1,No,No,expressed protein,0.005936497029717655
6303,76,4,80,9.886039180301674,9.039611584040002e-05,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os03g29410.1,3301031,qCDP4,1,No,No,"tyrosine protein kinase domain containing protein, putative, expressed",0.005938128188456917
27097,125,5,33,9.874157013855607,9.045083245534294e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os12g41670.1,15178751,qCDP17,5,No,No,expressed protein,0.005939625942109852
10248,90,5,78,9.838869383873098,9.052476633702472e-05,Width_WO_husk,no,synonymous,intron,LOC_Os06g35524.1,7535480,qCDP7,1,No,No,expressed protein,0.005942384132388114
26222,38,84,41,9.871397517304406,9.067328518993897e-05,Filtered_Shoot_length,no,missense,exon,LOC_Os12g41510.1,15174482,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.005945841569361396
26223,38,84,41,9.871397517304406,9.067328518993897e-05,Filtered_Shoot_length,no,synonymous,exon,LOC_Os12g41510.1,15174483,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.005945841569361396
26224,38,84,41,9.871397517304406,9.067328518993897e-05,Filtered_Shoot_length,no,missense,exon,LOC_Os12g41510.1,15174484,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.005945841569361396
23326,120,4,37,9.876256889971618,9.087941459898696e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os11g26830.1,13142103,qCDP14,7,No,No,"ATP-binding region, ATPase-like domain containing protein, expressed",0.005954084782762298
23325,120,4,37,9.876256889971618,9.087941459898696e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os11g26830.1,13142103,qCDP14,7,No,No,"ATP-binding region, ATPase-like domain containing protein, expressed",0.005954084782762298
26214,33,82,35,9.920577325383931,9.089497510922992e-05,Filtered_Stress_Chlorophyll_B,no,missense,exon,LOC_Os12g41510.1,15174469,qCDP17,1,No,No,"cysteine-rich receptor-like protein kinase 31 precursor, putative, expressed",0.005954084782762298
5658,79,5,87,9.840042847263199,9.096020848446497e-05,Shoot_weight,no,synonymous,intron,LOC_Os03g03720.1,2848811,qCDP3,1,Yes,Yes,"glyceraldehyde-3-phosphate dehydrogenase, putative, expressed",0.005954117197624887
5688,79,5,87,9.840042847263199,9.096020848446497e-05,Shoot_weight,no,synonymous,intron,LOC_Os03g03720.2,2848811,qCDP3,1,Yes,Yes,"glyceraldehyde-3-phosphate dehydrogenase, putative, expressed",0.005954117197624887
19275,66,4,91,9.874870813630636,9.09914524988994e-05,Filtered_Length_WO_husk,no,missense,exon,LOC_Os09g34200.1,11347834,qCDP12,3,No,No,"OsFBX338 - F-box domain containing protein, expressed",0.005954117197624887
6443,73,4,84,9.872936766397764,9.114801720807359e-05,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os03g29470.1,3303421,qCDP4,10,No,No,"transcription initiation factor IID, putative, expressed",0.005958466956114622
6839,42,5,123,9.840988554035944,9.115397863545583e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08810.1,5696537,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005958466956114622
7017,42,5,123,9.840988554035944,9.115397863545583e-05,Stress_Shoot_weight,no,synonymous,intron,LOC_Os05g08810.2,5696537,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.005958466956114622
16401,150,6,15,9.836719257575664,9.123123003854417e-05,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900752,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.005960202085158437
10622,101,50,19,9.839485778977213,9.127660366846612e-05,Stress_Shoot_Na+,no,synonymous,intron,LOC_Os06g35670.2,7539303,qCDP7,5,No,No,expressed protein,0.005960202085158437
10585,101,50,19,9.839485778977213,9.127660366846612e-05,Stress_Shoot_Na+,no,synonymous,intron,LOC_Os06g35670.1,7539303,qCDP7,5,No,No,expressed protein,0.005960202085158437
7568,49,6,116,9.835119350421095,9.13619854043799e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08920.1,5699355,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.005961593788132924
7569,49,6,116,9.835119350421095,9.13619854043799e-05,Shoot_weight,no,synonymous,intron,LOC_Os05g08920.1,5699356,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.005961593788132924
628,21,4,148,9.827386854012662,9.146125090449332e-05,Height_WO_husk,no,synonymous,intron,LOC_Os01g66140.1,1369069,qCDP1,2,No,No,"plus-3 domain containing protein, putative, expressed",0.0059659792475731535
25726,116,14,40,9.833465777192727,9.176950632122486e-05,Stress_Root_weight,no,missense,exon,LOC_Os12g41450.1,15172679,qCDP17,1,No,No,"F-box domain containing protein, expressed",0.005978111375802103
6591,37,10,97,9.936151658937263,9.183689794115822e-05,Filtered_Stress_Chlorophyll_A,no,synonymous,intron,LOC_Os05g08770.2,5694561,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",0.005978111375802103
7341,51,4,108,9.857036148429078,9.183998078139825e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08854.1,5697480,qCDP5,1,No,No,expressed protein,0.005978111375802103
7381,51,4,108,9.857036148429078,9.183998078139825e-05,Filtered_Shoot_length,no,synonymous,intron,LOC_Os05g08854.2,5697480,qCDP5,1,No,No,expressed protein,0.005978111375802103
